Fp1 Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 T7 C3 Cz C4 T8 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 PO9 O1 Oz O2 PO10
-0.6587 3.1924 -5.6897 -4.3948 -1.0677 2.1178 2.6362 3.8417 0.8911 1.3123 -0.3378 1.3482 1.3666 1.7389 2.3178 7.9158 2.8737 2.2312 1.3513 6.0821 -0.8567 4.3889 4.4381 7.6420 9.0962 8.5676 8.3787 10.2611 10.7481 10.0639
-0.2491 0.9567 0.7683 -3.8280 -1.6056 5.3921 4.3919 3.9373 0.7377 1.3171 1.9004 3.2805 0.9835 1.4022 2.5411 9.5132 3.3163 2.1577 2.0900 6.2242 -0.8628 4.8788 4.3020 7.6890 9.4613 9.3088 9.8748 10.2589 10.7577 9.8953
5.3245 -0.4184 8.0258 -1.6226 0.1276 2.7979 4.7065 1.7580 0.5033 1.2373 4.9172 3.8905 0.1079 0.4081 2.5393 6.6772 2.2126 1.3887 1.6714 5.7057 -0.7500 3.6972 2.6519 5.4345 7.2778 8.2479 7.3164 6.8945 5.6587 4.8689
11.0693 1.2097 8.6347 -1.3172 0.2062 -4.1893 3.6638 -0.0858 0.7842 0.8082 4.0921 2.7306 0.7845 0.3291 2.2352 5.1068 2.3637 1.5535 1.6568 5.0967 -0.4696 3.8392 2.1607 4.3697 6.5260 9.4250 5.2058 5.5136 3.9112 5.5849
9.0248 0.4488 7.6766 -1.0258 -1.6042 -3.7133 2.1143 -1.1825 0.5904 0.4363 1.3619 -0.1999 1.1887 0.3932 1.3717 4.6499 1.6671 1.0530 0.9875 3.9227 -0.1682 2.9907 1.3951 3.4627 5.8648 8.6011 3.0382 4.1369 4.9010 7.3265
1.6353 -2.9133 8.2336 0.7889 -2.1208 2.6822 0.2857 -2.2974 -0.0937 0.1730 -0.3309 -2.4936 -0.1123 -0.0659 0.1548 2.3375 -0.2652 -0.1736 -0.4263 2.7062 0.0010 0.8611 0.0488 2.3814 4.2766 5.1222 0.9714 1.4587 4.7663 4.5630
-2.1368 -3.7973 4.7602 1.1547 -0.9745 3.2120 -1.8992 -2.7513 -0.2647 -0.3040 -1.7882 -3.0708 -0.9339 -0.1193 -0.5285 -0.7566 -0.1581 0.2599 -0.4368 2.5654 0.1087 1.6234 0.9846 3.6849 4.4336 5.0441 3.4635 3.2991 7.1129 4.8632
-1.1165 -2.8511 -3.3108 -0.5273 -0.2353 -1.3756 -3.4680 -1.6237 -0.2121 -0.7514 -2.7418 -2.4723 0.0616 0.3540 -0.2120 -2.2493 1.3832 2.1120 1.3462 3.5096 0.1754 4.7066 3.9406 7.1040 7.4379 7.6446 9.7525 11.3309 15.4923 12.0899
-0.9036 -1.7681 -8.1815 -1.6159 -0.3319 -3.1802 -2.7238 0.4465 -0.6146 -0.6883 -1.5707 -0.2017 1.1500 0.1699 0.2467 -1.5067 1.1627 2.6200 2.6321 4.0656 0.1528 4.9338 4.9028 8.4189 9.7791 7.2593 12.0566 16.0824 21.5400 15.5602
-3.6527 1.5788 -6.5173 -1.6963 -0.8190 -3.0851 -0.2502 2.0140 -0.8096 -0.5552 -0.3354 2.0854 1.4686 -0.5416 -0.2728 0.8088 0.5229 1.6606 1.8976 2.5450 0.2263 2.7687 3.0439 5.4822 8.0814 5.7127 8.4307 10.8575 14.9535 9.2937
