Fp1 Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 T7 C3 Cz C4 T8 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 PO9 O1 Oz O2 PO10
3.0946 2.0308 1.3966 11.1444 0.7567 0.6173 2.2165 8.1468 -1.7906 -8.6586 2.9336 2.8945 3.3256 -18.4085 2.8524 3.0820 4.8675 0.5537 -1.9754 2.5649 8.4354 -1.6513 1.7642 3.7327 5.7953 -1.6473 4.1774 -3.3143 -1.0113 4.2080
1.9027 1.6954 1.2715 8.3006 0.3769 -0.0003 1.6484 5.9341 -1.1572 -6.0691 0.5300 1.4945 1.8237 -9.6478 -0.9908 0.6484 1.3864 -0.3834 0.2102 0.7274 0.9115 -1.1549 1.8257 0.0515 1.6120 -1.2686 1.0559 1.9044 -1.5370 -4.7638
1.4031 2.6414 1.7541 3.1838 0.7006 0.0970 2.7837 1.7578 -0.8624 4.4713 -2.3455 2.0446 0.4150 16.7563 -4.0922 0.8462 -1.3552 -3.0395 -0.0640 1.6770 -3.0683 -0.8630 -0.1242 -1.2866 0.4348 0.4582 -4.0811 4.0246 -3.8998 -5.7626
3.0301 3.2917 4.4715 2.9159 1.9291 1.2118 4.6582 0.8255 -1.2360 11.1613 -1.0980 3.8039 -0.1573 29.0762 -2.0389 3.5339 -1.9255 -5.3489 -3.9276 3.4630 -0.4023 -1.1113 -4.2344 -1.7419 0.4364 3.3992 -6.2337 -3.2011 -9.4259 -0.6861
3.2206 2.0524 6.6365 1.9389 2.1008 1.2630 4.9051 1.5833 -1.5747 9.2390 2.4001 4.1699 0.0276 18.1608 3.0075 5.1991 -1.8776 -5.1467 -1.2150 3.9683 0.9329 -1.4468 -6.7859 -2.6385 -1.5407 3.4294 -5.0050 -12.6296 -12.6881 -0.2201
1.2753 1.0093 5.4816 -2.5273 0.9206 -0.2426 4.2493 1.4897 -1.4812 5.3106 3.3579 2.9383 0.7645 6.1662 5.0589 4.6638 -2.2205 -4.3961 6.9004 3.4262 -4.0739 -1.4553 -4.9524 -3.6827 -3.7724 -3.9435 -5.2898 -13.5884 -9.3895 -3.9258
0.2650 1.9715 1.9460 -4.9040 0.0136 -1.5300 4.6542 1.3698 -1.0804 2.5516 2.6265 1.9317 1.8025 1.3634 4.2473 4.2790 -0.7396 -4.5376 9.5463 2.9875 -6.9736 -1.0336 -0.4954 -3.9962 -3.0105 -10.4117 -6.2258 -4.0951 -3.1391 -7.7074
0.9138 3.4133 -0.7852 -2.8748 -0.0072 -1.7520 5.4299 2.1098 -0.3704 -3.3130 3.1432 1.8095 2.4360 -9.6661 3.1280 5.2676 2.8621 -3.8489 5.7401 2.9175 -0.9618 -0.2551 1.9466 -2.8984 -0.7198 -6.7164 -3.3998 5.7142 -0.8824 -10.8726
2.6521 4.0722 0.9272 2.2070 0.7910 -1.1647 5.6949 4.1791 0.3087 -8.6583 3.6892 2.3677 3.0255 -18.0786 0.6659 6.6970 6.4930 -1.2909 1.3555 3.2994 7.5287 0.3552 0.9657 -0.0416 0.8307 2.6385 2.7006 4.2763 -3.3306 -9.2101
5.4293 4.2252 6.5402 8.0718 2.4426 0.2327 5.9819 7.0441 0.3690 -2.5114 2.6114 3.3333 4.8222 0.3541 -1.6048 7.5114 9.8968 1.3877 -1.4225 3.8152 10.7775 0.3319 0.8671 3.1577 2.8618 9.1774 7.7066 -4.0339 -4.1317 -2.8364
7.2348 3.8838 9.7759 10.1977 3.9765 2.0797 5.6319 8.2016 0.1192 9.5814 1.5277 3.5717 6.4855 26.8423 0.0108 6.8149 12.3370 2.4794 -0.6334 3.1413 10.0747 0.1098 4.9186 3.6911 5.0622 9.5502 8.4534 -3.0409 0.5248 -0.7354
6.5641 4.0059 7.7712 7.3057 4.4448 3.6673 3.9847 7.0752 0.2566 8.8779 1.7057 2.4750 5.4938 18.0428 2.9532 4.3985 11.7244 2.6278 4.3046 1.2274 9.4261 0.2782 8.9116 0.9922 4.1285 5.4461 6.1382 8.4929 5.8335 -1.9747
5.5692 5.7567 5.4317 3.1637 4.5197 4.8780 2.3918 5.4999 0.6346 -2.8686 1.8129 1.2188 3.3888 -15.0333 2.6771 1.3375 9.2092 2.6427 6.7517 -0.1961 9.2565 0.6517 6.8777 -1.8897 0.1587 4.0829 4.8906 12.3461 5.3260 3.5927
5.6758 7.0128 5.3072 0.5632 4.9093 5.6528 1.2452 3.4381 0.7840 -5.7655 0.7833 0.6954 2.6902 -23.2296 0.5996 -1.1355 6.7710 1.5341 2.5306 -0.7921 8.1458 0.8264 -0.0974 -3.0259 -3.1546 7.5987 5.1088 0.0772 -0.4392 11.1707
