Fp1 Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 T7 C3 Cz C4 T8 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 PO9 O1 Oz O2 PO10
-0.2648 -2.2523 1.3560 1.0539 1.5819 0.6257 2.0090 -0.9577 -0.2855 0.0038 -0.5139 -1.7255 -2.3767 -1.1003 -2.1726 -5.5562 -2.7111 -2.6027 -2.3185 -2.9485 -2.6535 -2.6380 -2.8613 -3.5682 -2.4717 -6.5997 -2.9205 -2.2471 -1.0272 -4.0868
-1.5997 -1.7269 1.5629 1.3013 1.6540 -1.1385 3.0144 -1.9365 -0.1344 0.3883 3.7838 -2.3548 -2.2922 -0.5276 -1.4341 -4.7026 -2.4659 -1.7432 -1.5079 -3.1697 -3.0077 -2.2682 -2.1281 -3.1243 -2.3720 -7.0850 -3.9215 -3.1410 -0.8086 -3.2133
-1.0301 -2.3206 1.0655 1.1154 1.6526 -1.0444 2.3303 -1.4729 -0.0134 0.3554 2.7174 -2.3042 -1.5524 0.2115 -0.4631 -3.9896 -1.9353 -0.5345 -0.2766 -2.5546 -2.5194 -1.5984 -1.2340 -2.2274 -2.3332 -6.1562 -3.9509 -3.8254 -2.3211 -3.0076
0.2927 -3.5100 0.5962 0.8496 1.4641 0.2400 1.9984 -0.5586 -0.1000 0.2524 -1.1228 -2.1771 -1.3256 0.2709 0.0974 -3.3104 -1.9543 -0.4486 0.7324 -1.2088 -2.1353 -1.2209 -0.7837 -1.3139 -1.5731 -4.7797 -3.1072 -3.6655 -3.1927 -2.5684
0.2170 -3.7292 0.3361 0.5408 1.2688 0.6327 2.9154 -0.5661 -0.3017 0.6770 -1.2721 -2.7376 -1.9434 0.1128 0.5249 -2.8113 -2.9750 -1.3568 1.3501 0.3695 -2.8123 -1.8281 -1.2181 -0.6145 -0.4306 -4.6152 -3.3273 -3.6116 -2.3465 -1.9393
-1.3569 -2.3282 -0.8084 -0.4132 1.1567 0.0314 2.8523 -1.1623 -0.5816 1.3173 1.1086 -3.4377 -2.5631 0.4450 1.2780 -2.6063 -4.1840 -2.1613 1.7623 1.7181 -4.1381 -3.0499 -1.7213 0.0448 0.1490 -5.7984 -4.6207 -4.1142 -1.1925 -2.1618
-2.3839 -1.2096 -2.2229 -1.5118 0.8784 -0.4079 1.1104 -1.1087 -0.9550 1.3826 1.6082 -4.6494 -2.5444 0.3466 1.5790 -2.2378 -4.6790 -2.5825 1.3937 1.8156 -5.0682 -4.1194 -2.0184 -0.0614 0.0864 -6.9554 -5.6805 -5.0947 -1.5127 -2.9953
-1.2518 -1.8138 -2.0386 -1.5852 0.4721 -0.2602 -0.3263 -0.8355 -1.1461 0.7778 1.0242 -6.0872 -2.3158 -0.7543 0.6947 -1.3967 -4.2575 -2.8623 0.1329 0.6780 -4.7659 -4.4627 -2.5937 -1.1980 0.1692 -6.5607 -5.5189 -5.8187 -2.7662 -3.0473
0.8168 -1.9293 -0.6289 -0.8473 0.3852 0.2912 -0.4206 -1.1889 -0.9093 0.2707 1.5613 -4.9447 -2.3318 -1.4017 0.0348 -0.8627 -3.2309 -2.9139 -0.6726 0.0899 -3.2348 -3.8512 -2.9483 -1.9157 0.3578 -4.4876 -4.0271 -5.1802 -2.9776 -2.2136
1.4897 -0.1977 -0.0260 -0.4466 0.5952 0.7835 -0.1126 -1.6828 -0.5026 0.2867 1.8608 -0.9846 -2.2189 -0.7940 0.7999 -1.2879 -2.0757 -2.3884 -0.3419 0.6254 -1.5246 -2.6717 -2.4091 -1.4025 0.1635 -2.5269 -2.3466 -3.4213 -1.6576 -1.8505
0.8807 0.6067 -0.2465 -0.4383 0.7353 0.7552 -0.1914 -1.5363 -0.1837 0.3348 1.0174 1.4472 -1.4809 -0.0286 1.3509 -1.8824 -1.0695 -1.2481 0.1000 0.6928 -0.6726 -1.5068 -1.6272 -0.7866 -0.0046 -2.2487 -1.4836 -1.8498 0.1462 -2.1399
0.4347 -0.7700 0.1965 -0.0730 1.0203 0.3558 -0.0772 -0.3071 0.1665 0.2101 0.7265 0.4770 -0.2926 0.7489 0.5279 -1.8954 -0.3692 -0.2560 -0.0351 -0.2427 -0.7483 -0.6762 -1.4138 -0.9863 -0.0406 -2.8984 -1.3290 -1.2434 0.9992 -1.9524
0.1742 -1.5337 1.0183 0.5365 1.7162 0.1962 0.7308 1.4375 0.4722 0.3130 0.7280 -0.4356 0.5985 2.1750 -0.1260 -1.7082 -0.0314 -0.0642 -0.3567 -0.8973 -1.0152 -0.1932 -1.4040 -1.4369 -0.4105 -2.7432 -1.4474 -1.4092 0.0590 -1.3222
0.1515 -0.4160 1.0078 0.6396 2.3753 0.7775 0.9030 2.2810 0.5711 0.3735 -0.8900 1.1335 1.0026 2.5637 -0.2413 -1.6495 0.5119 0.1417 -0.6608 -0.8976 -0.5028 0.5399 -0.7936 -1.3876 -0.4856 -1.3487 -0.8146 -1.1155 -1.0196 -0.9372
0.8158 0.2795 0.5968 0.2462 2.5567 1.5183 -0.4538 2.3567 0.7791 -0.1582 -2.7182 2.7564 1.7219 0.2873 -1.3510 -1.6650 1.7420 1.3398 -0.9717 -1.1301 0.9008 2.0168 0.2921 -1.0555 0.1900 0.3600 1.4390 0.3362 -0.1431 -0.4963
0.6098 -0.9398 0.8259 0.2566 2.2749 0.8520 -0.9448 2.5798 1.1561 -0.6797 -2.4159 1.5808 2.6113 -2.2714 -2.6974 -2.1136 2.5898 2.5534 -1.0490 -1.9682 1.7405 3.2084 0.8023 -1.1365 0.1587 1.1450 3.5253 1.1590 0.7855 -0.2369
-1.5924 -2.5332 1.3034 0.8667 1.6295 -1.0031 1.1783 2.4092 1.0887 -0.4041 -1.3668 -0.9565 2.3724 -2.2860 -2.0901 -3.4783 1.8888 2.3337 -0.7858 -2.7152 0.9598 2.8821 0.4778 -1.5145 -1.0732 0.7055 3.1952 0.0315 -0.4918 -0.9733
-3.2965 -2.7535 0.9317 0.8353 0.9259 -1.7589 2.9075 1.8761 0.5246 0.1286 -1.2290 -1.7900 1.4700 -0.7793 -0.2291 -5.2474 0.8525 1.3450 -0.2244 -2.1132 -0.0140 1.9639 0.4539 -1.2150 -1.2949 0.2863 1.9848 -0.8600 -1.3119 -1.4850
-2.5236 -1.9295 0.1618 -0.0459 0.7287 -1.0249 1.9119 1.8505 0.2150 0.1517 -0.5940 -0.9252 1.3648 0.1817 0.6244 -5.8446 1.0952 1.0233 0.4658 -0.2451 0.3843 1.9195 1.0903 -0.2724 0.1333 0.7526 2.1181 0.0462 0.4862 -0.3066
-1.1473 -0.9136 0.7458 0.0795 1.2502 -0.5528 0.9685 1.6282 0.3657 -0.0419 1.3835 -0.0208 1.4037 0.3863 0.2688 -4.3296 1.6846 1.1794 0.6538 0.6147 1.1425 2.2149 1.2393 -0.0407 0.6288 1.1529 2.2590 0.7513 2.0141 0.8841
-1.1579 0.0800 2.3365 1.3359 1.9326 -0.5883 1.5117 1.0961 0.5196 -0.1597 2.4366 0.3940 0.9861 0.1534 -0.4429 -1.8187 1.5061 1.2365 0.1523 -0.5450 1.0416 2.0597 0.7008 -0.6971 -0.5367 0.9282 1.2767 0.1225 1.4286 0.1534
