TimeStemp,EventTimeStemp,Linear Acc(x),Linear Acc(y),Linear Acc(z),Angular Vel(x),Angular Vel(y),Angular Vel(z),Rotation(x),Rotation(y),Rotation(z),POR(Point Of Regard)(x),POR(Point Of Regard)(y),IOD(Interocular Distance),IPD(Interpupillary Distance),Gaze Direction(x),Gaze Direction(y),Gaze Direction(z),Gaze Base Point(x),Gaze Base Point(y),Gaze Base Point(z),Left POR(Point Of Regard)(x),Left POR(Point Of Regard)(y),Left Gaze Direction(x),Left Gaze Direction(y),Left Gaze Direction(z),Left Gaze Base Point(x),Left Gaze Base Point(y),Left Gaze Base Point(z),Left Pupil Positioon(x),Left Pupil Positioon(y),Left Pupil Positioon(z),Left Pupil Radius,Left Eye Lens Distance,Left Eye Screen Distance,Right POR(Point Of Regard)(x),Right POR(Point Of Regard)(y),Right Gaze Direction(x),Right Gaze Direction(y),Right Gaze Direction(z),Right Gaze Base Point(x),Right Gaze Base Point(y),Right Gaze Base Point(z),Right Pupil Positioon(x),Right Pupil Positioon(y),Right Pupil Positioon(z),Right Pupil Radius,Right Eye Lens Distance,Right Eye Screen Distance
0.1100006,,-0.04397235,-0.1127983,-0.4148695,-0.01699662,0.04770913,0.02202002,10.64294,-1.701233,83.69751,959.8464,317.4737,64.12905121,63.63192368,0.001158811,0.5687358,0.8225194,-2.272243,3.260182,-34.74352,962.9961,298.5508,-0.01997475,0.5991489,0.8003826,29.60092,4.242935,-33.24508,29.47648,8.532991,-23.7726,2.593702275,33.58943282,82.28762304,956.6967,336.3966,0.02283066,0.5342001,0.8450466,-34.40444,1.754672,-36.33891,-33.99578,5.302142,-26.9119,2.324253874,36.68727241,85.3854104
0.1200008,,-0.04397235,-0.1127983,-0.4148695,-0.01699662,0.04770913,0.02202002,10.64294,-1.701233,83.69751,959.8464,317.4737,64.12905121,63.63192368,0.001158811,0.5687358,0.8225194,-2.272243,3.260182,-34.74352,962.9961,298.5508,-0.01997475,0.5991489,0.8003826,29.60092,4.242935,-33.24508,29.47648,8.532991,-23.7726,2.593702275,33.58943282,82.28762304,956.6967,336.3966,0.02283066,0.5342001,0.8450466,-34.40444,1.754672,-36.33891,-33.99578,5.302142,-26.9119,2.324253874,36.68727241,85.3854104
0.1300001,,-0.1274758,-0.02573656,-0.1926708,-0.03393608,0.05833357,0.01244884,10.66022,-1.691101,83.74353,958.3729,314.1784,64.12979889,63.66835403,0.002565209,0.5748242,0.8182729,-2.260283,3.25747,-34.67134,961.5324,293.6429,-0.01874513,0.6069564,0.7944976,29.60775,4.26062,-33.23039,29.52533,8.53893,-23.82348,2.533541434,33.57516562,82.27309238,955.2133,334.7139,0.02402909,0.5373495,0.8430144,-34.39713,1.762854,-36.34153,-33.9851,5.315243,-26.93684,2.310513222,36.68915497,85.38772048
0.1400003,,-0.163643,0.04616304,-0.08541057,-0.03603607,0.06683357,0.008248841,10.66559,-1.663452,83.80899,956.1985,313.4887,64.13088989,63.6919632,0.004448163,0.57489,0.8182186,-2.247442,3.26267,-34.6992,958.5074,292.9039,-0.0163647,0.6081449,0.7936528,29.61505,4.278383,-33.21795,29.57236,8.553633,-23.85258,2.508062661,33.56312694,82.26080502,953.8896,334.0735,0.02511116,0.5385346,0.8422281,-34.38971,1.770183,-36.3453,-33.96286,5.322475,-26.93503,2.315682808,36.69218942,85.39117525
0.1500006,,-0.1109024,0.1424046,0.06969478,-0.03829662,0.06360913,0.005020023,10.66763,-1.643402,83.86795,956.1985,313.4887,64.13088989,63.6919632,0.004448163,0.57489,0.8182186,-2.247442,3.26267,-34.6992,958.5074,292.9039,-0.0163647,0.6081449,0.7936528,29.61505,4.278383,-33.21795,29.57236,8.553633,-23.85258,2.508062661,33.56312694,82.26080502,953.8896,334.0735,0.02511116,0.5385346,0.8422281,-34.38971,1.770183,-36.3453,-33.96286,5.322475,-26.93503,2.315682808,36.69218942,85.39117525
0.1600008,,-0.1109024,0.1424046,0.06969478,-0.03829662,0.06360913,0.005020023,10.66763,-1.643402,83.86795,956.1985,313.4887,64.13088989,63.6919632,0.004448163,0.57489,0.8182186,-2.247442,3.26267,-34.6992,958.5074,292.9039,-0.0163647,0.6081449,0.7936528,29.61505,4.278383,-33.21795,29.57236,8.553633,-23.85258,2.508062661,33.56312694,82.26080502,953.8896,334.0735,0.02511116,0.5385346,0.8422281,-34.38971,1.770183,-36.3453,-33.96286,5.322475,-26.93503,2.315682808,36.69218942,85.39117525
0.1700001,,-0.06023634,0.05364261,0.0281636,-0.02869662,0.05510913,0.000720023,10.6655,-1.617432,83.92053,957.942,313.7756,64.13231659,63.69170761,0.00224522,0.5739798,0.8188664,-2.233512,3.269269,-34.69498,960.6706,293.1697,-0.01807793,0.6077055,0.7939553,29.62283,4.296228,-33.20557,29.55537,8.610653,-23.73465,2.580084017,33.55114296,82.24858136,955.2133,334.3815,0.02401118,0.5379787,0.842616,-34.3821,1.776836,-36.34901,-33.97039,5.309729,-26.93069,2.331481005,36.6951736,85.39457546
0.1800003,,-0.04098953,-0.1204265,0.2326557,-0.02869662,0.03910913,-0.001379977,10.65842,-1.611359,83.94992,958.4677,312.2288,64.13371277,63.69420242,0.002058666,0.5774841,0.8163993,-2.231077,3.278483,-34.7243,961.5159,293.7756,-0.01875778,0.6067121,0.7946997,29.63053,4.314363,-33.19893,29.55537,8.649586,-23.774,2.589107324,33.54489994,82.24209555,955.4194,330.6819,0.02375676,0.544836,0.838196,-34.37494,1.782896,-36.35035,-33.97283,5.351069,-26.9739,2.339244262,36.6958503,85.39563438
0.1900005,,0.01221073,-0.1338396,0.08058141,-0.03719662,0.01680913,-0.01517998,10.65671,-1.593811,83.96762,958.45,310.6384,64.13489532,63.70563126,0.002177647,0.5802158,0.8144599,-2.237815,3.286327,-34.71436,961.1339,293.2241,-0.01844567,0.6075519,0.7940654,29.63747,4.333105,-33.19379,29.55372,8.701713,-23.778,2.557963113,33.5402478,82.23715182,955.7661,328.0526,0.02341485,0.5496708,0.8350461,-34.36844,1.787925,-36.34946,-33.98341,5.357138,-26.9804,2.337956882,36.69437246,85.3944908
0.2000008,,0.01221073,-0.1338396,0.08058141,-0.03719662,0.01680913,-0.01517998,10.65671,-1.593811,83.96762,958.45,310.6384,64.13489532,63.70563126,0.002177647,0.5802158,0.8144599,-2.237815,3.286327,-34.71436,961.1339,293.2241,-0.01844567,0.6075519,0.7940654,29.63747,4.333105,-33.19379,29.55372,8.701713,-23.778,2.557963113,33.5402478,82.23715182,955.7661,328.0526,0.02341485,0.5496708,0.8350461,-34.36844,1.787925,-36.34946,-33.98341,5.357138,-26.9804,2.337956882,36.69437246,85.3944908
0.21,,0.1138334,-0.06563639,-0.03986938,-0.03601185,0.01254335,-0.03223963,10.6413,-1.563019,83.97989,958.45,310.6384,64.13489532,63.70563126,0.002177647,0.5802158,0.8144599,-2.237815,3.286327,-34.71436,961.1339,293.2241,-0.01844567,0.6075519,0.7940654,29.63747,4.333105,-33.19379,29.55372,8.701713,-23.778,2.557963113,33.5402478,82.23715182,955.7661,328.0526,0.02341485,0.5496708,0.8350461,-34.36844,1.787925,-36.34946,-33.98341,5.357138,-26.9804,2.337956882,36.69437246,85.3944908
0.2200003,,0.05277418,-0.000548488,-0.001023224,-0.02978138,0.009274917,-0.04182032,10.60904,-1.536407,83.99753,957.8177,308.4862,64.13607025,63.70557785,0.002803378,0.5840144,0.8117385,-2.239231,3.292293,-34.69621,960.1902,290.1564,-0.01765512,0.6123112,0.7904138,29.64397,4.351896,-33.18773,29.56424,8.72678,-23.88046,2.550901344,33.5347121,82.23129721,955.4453,326.816,0.02365241,0.5519267,0.8335546,-34.36232,1.792312,-36.34799,-33.97914,5.372677,-26.94459,2.324598146,36.69235645,85.39278234
0.2300005,,-0.1109158,-0.103014,-0.02491594,-0.02961185,0.01684335,-0.05563963,10.56784,-1.51062,84.00717,959.2674,307.2492,64.13697815,63.68499756,0.001228273,0.5856668,0.8105509,-2.236377,3.29875,-34.71405,962.3572,288.3584,-0.01931715,0.6150321,0.7882619,29.65025,4.370961,-33.18503,29.53878,8.785535,-23.91699,2.604697849,33.53257376,82.2288257,956.1776,326.1399,0.02303367,0.553172,0.8327477,-34.35632,1.795912,-36.34531,-33.98446,5.374614,-26.90733,2.35022459,36.68916554,85.38987907
0.2400007,,-0.1109158,-0.103014,-0.02491594,-0.02961185,0.01684335,-0.05563963,10.56784,-1.51062,84.00717,959.2674,307.2492,64.13697815,63.68499756,0.001228273,0.5856668,0.8105509,-2.236377,3.29875,-34.71405,962.3572,288.3584,-0.01931715,0.6150321,0.7882619,29.65025,4.370961,-33.18503,29.53878,8.785535,-23.91699,2.604697849,33.53257376,82.2288257,956.1776,326.1399,0.02303367,0.553172,0.8327477,-34.35632,1.795912,-36.34531,-33.98446,5.374614,-26.90733,2.35022459,36.68916554,85.38987907
0.25,,0.01780407,-0.1180769,-0.1449985,-0.0170269,0.02319691,-0.06739438,10.51544,-1.49057,84.02777,960.0761,305.6644,64.1373291,63.64605331,0.000710517,0.588457,0.8085281,-2.220125,3.309891,-34.76705,964.7344,287.717,-0.02116546,0.6159455,0.7875029,29.65689,4.390635,-33.18828,29.52672,8.870415,-23.92319,2.64771124,33.53638879,82.23231111,955.4178,323.6119,0.02359196,0.5577015,0.8297015,-34.34967,1.798883,-36.34224,-33.95486,5.40948,-26.91156,2.360627907,36.68556289,85.38658044
0.2600002,,0.03338385,-0.1525331,-0.1390656,-0.01051185,0.03064335,-0.08963963,10.45398,-1.485321,84.0509,955.2971,307.2274,64.13825226,63.59458542,0.005675933,0.5845798,0.8113163,-2.20291,3.314262,-34.77345,962.9827,290.1629,-0.01985817,0.6121666,0.7904752,29.66438,4.410886,-33.1937,29.57628,8.851224,-23.96354,2.634921154,33.54234951,82.23795458,947.6115,324.2919,0.0300038,0.5564159,0.8303546,-34.34281,1.800582,-36.33764,-33.85575,5.363417,-26.87634,2.348507235,36.68044935,85.38175702
0.2700005,,0.07046122,-0.1297095,-0.1054466,-0.003096618,0.03380913,-0.10248,10.34424,-1.485077,84.08929,955.2971,307.2274,64.13825226,63.59458542,0.005675933,0.5845798,0.8113163,-2.20291,3.314262,-34.77345,962.9827,290.1629,-0.01985817,0.6121666,0.7904752,29.66438,4.410886,-33.1937,29.57628,8.851224,-23.96354,2.634921154,33.54234951,82.23795458,947.6115,324.2919,0.0300038,0.5564159,0.8303546,-34.34281,1.800582,-36.33764,-33.85575,5.363417,-26.87634,2.348507235,36.68044935,85.38175702
0.2800007,,0.07046122,-0.1297095,-0.1054466,-0.003096618,0.03380913,-0.10248,10.34424,-1.485077,84.08929,955.2971,307.2274,64.13825226,63.59458542,0.005675933,0.5845798,0.8113163,-2.20291,3.314262,-34.77345,962.9827,290.1629,-0.01985817,0.6121666,0.7904752,29.66438,4.410886,-33.1937,29.57628,8.851224,-23.96354,2.634921154,33.54234951,82.23795458,947.6115,324.2919,0.0300038,0.5564159,0.8303546,-34.34281,1.800582,-36.33764,-33.85575,5.363417,-26.87634,2.348507235,36.68044935,85.38175702
0.2900009,,0.05399086,0.02931044,-0.1533574,-0.005211852,0.03594335,-0.1024396,10.23505,-1.490082,84.12592,934.7919,317.3147,64.13951111,63.686409,0.0256657,0.5633129,0.8258449,-2.169482,3.316129,-34.80769,938.7228,296.5832,-0.000784542,0.6021618,0.7982907,29.67316,4.430745,-33.19699,29.88622,8.709845,-24.00282,2.55680455,33.54610493,82.24143854,930.861,338.0461,0.04448051,0.5305917,0.8462912,-34.33462,1.801763,-36.33855,-33.63845,5.138047,-26.79871,2.283241227,36.68074911,85.38240487
0.3000002,,-0.01762079,-0.05991494,-0.1265606,-0.002921037,0.03598001,-0.0927964,10.14825,-1.486328,84.15781,865.1752,361.0132,64.13885498,63.62024689,0.09884537,0.4589306,0.8829566,-2.129425,3.335942,-34.98125,868.2767,342.2132,0.0597816,0.5186067,0.8509356,29.68252,4.451209,-33.20795,30.69452,7.957565,-23.79404,2.513431391,33.55750911,82.2525858,862.0737,379.8132,0.1074768,0.4403796,0.8893633,-34.32384,1.803267,-36.34894,-32.76327,4.417777,-26.64257,2.233595967,36.69031755,85.39244999
0.3100004,,-0.01725986,0.2122606,-0.09478364,-0.00849662,0.02210913,-0.08437997,10.09348,-1.482178,84.17697,796.5132,413.5703,64.13591766,63.58870697,0.1671183,0.3248076,0.9308982,-2.120686,3.388807,-35.13217,800.9081,398.5966,0.1247925,0.3922624,0.9077588,29.69074,4.474251,-33.22813,31.3793,7.116103,-23.59545,2.40171462,33.57832579,82.27304056,792.1182,428.5439,0.176135,0.3181759,0.9282996,-34.31207,1.806383,-36.36414,-32.03568,3.583657,-26.69156,2.230507814,36.70456985,85.40724953
0.3200006,,-0.01725986,0.2122606,-0.09478364,-0.00849662,0.02210913,-0.08437997,10.09348,-1.482178,84.17697,796.5132,413.5703,64.13591766,63.58870697,0.1671183,0.3248076,0.9308982,-2.120686,3.388807,-35.13217,800.9081,398.5966,0.1247925,0.3922624,0.9077588,29.69074,4.474251,-33.22813,31.3793,7.116103,-23.59545,2.40171462,33.57832579,82.27304056,792.1182,428.5439,0.176135,0.3181759,0.9282996,-34.31207,1.806383,-36.36414,-32.03568,3.583657,-26.69156,2.230507814,36.70456985,85.40724953
0.3300009,,-0.1310083,0.1905537,0.1099877,0.006463923,0.01893357,-0.06835116,10.05008,-1.474945,84.18112,796.5132,413.5703,64.13591766,63.58870697,0.1671183,0.3248076,0.9308982,-2.120686,3.388807,-35.13217,800.9081,398.5966,0.1247925,0.3922624,0.9077588,29.69074,4.474251,-33.22813,31.3793,7.116103,-23.59545,2.40171462,33.57832579,82.27304056,792.1182,428.5439,0.176135,0.3181759,0.9282996,-34.31207,1.806383,-36.36414,-32.03568,3.583657,-26.69156,2.230507814,36.70456985,85.40724953
0.3400002,,-0.03976973,0.2773014,-0.2580569,0.01911861,0.02207492,-0.05142032,10.01718,-1.49173,84.18781,796.5132,413.5703,64.13591766,63.58870697,0.1671183,0.3248076,0.9308982,-2.120686,3.388807,-35.13217,800.9081,398.5966,0.1247925,0.3922624,0.9077588,29.69074,4.474251,-33.22813,31.3793,7.116103,-23.59545,2.40171462,33.57832579,82.27304056,792.1182,428.5439,0.176135,0.3181759,0.9282996,-34.31207,1.806383,-36.36414,-32.03568,3.583657,-26.69156,2.230507814,36.70456985,85.40724953
0.3500004,,-0.27232,0.154398,-0.1907992,0.009688146,0.02854335,-0.03853963,9.995544,-1.509216,84.19574,736.3414,501.0709,64.12229156,63.43050003,0.2203657,0.07950101,0.9721721,-2.125428,3.532679,-35.45188,744.9402,492.5316,0.1864402,0.1359573,0.9702306,29.70153,4.531356,-33.29388,31.78711,5.727788,-23.7802,2.372803738,33.6462625,82.33973679,727.7427,509.6102,0.2431245,0.08748381,0.9631917,-34.28638,1.817431,-36.41381,-31.46933,2.266871,-26.95414,2.263474206,36.75205715,85.45601537
0.3600006,,-0.27232,0.154398,-0.1907992,0.009688146,0.02854335,-0.03853963,9.995544,-1.509216,84.19574,736.3414,501.0709,64.12229156,63.43050003,0.2203657,0.07950101,0.9721721,-2.125428,3.532679,-35.45188,744.9402,492.5316,0.1864402,0.1359573,0.9702306,29.70153,4.531356,-33.29388,31.78711,5.727788,-23.7802,2.372803738,33.6462625,82.33973679,727.7427,509.6102,0.2431245,0.08748381,0.9631917,-34.28638,1.817431,-36.41381,-31.46933,2.266871,-26.95414,2.263474206,36.75205715,85.45601537
0.3700008,,-0.3643714,-0.05416573,-0.2679475,-0.01589662,0.03700913,-0.02907998,9.974701,-1.514801,84.21408,721.0398,551.691,64.11326599,63.30656815,0.2333147,-0.07868898,0.9692122,-2.126759,3.692303,-35.50119,735.2095,543.9676,0.1969155,-0.01971951,0.9765539,29.7049,4.571995,-33.33215,31.82656,5.003987,-23.97223,2.449701497,33.68643897,82.37882006,706.8701,559.4145,0.2619408,-0.06135827,0.9596313,-34.27317,1.828582,-36.44027,-31.30117,1.474635,-27.15881,2.249189912,36.7772729,85.48195763
0.3800001,,-0.3620263,-0.1003033,-0.3229651,-0.04991185,0.04554335,-0.03853963,9.954376,-1.499481,84.24667,712.7556,612.2703,64.10244751,63.22648621,0.231618,-0.2607138,0.93722,-2.126195,3.907174,-35.64606,727.811,600.4297,0.1998241,-0.1873764,0.9572893,29.70669,4.622348,-33.37032,31.83017,4.235383,-24.17266,2.469427491,33.72720168,82.41808141,697.7001,624.1108,0.2618524,-0.2452443,0.9280298,-34.25918,1.848918,-36.47808,-31.20313,0.4897352,-27.39165,2.196800831,36.8135577,85.51913946
0.3900003,,-0.1905475,-0.2134728,-0.2346272,-0.08181185,0.05944335,-0.05133963,9.911102,-1.44632,84.3031,714.1544,658.8074,64.09059906,63.25019836,0.2195011,-0.3720658,0.9018793,-2.105699,4.001423,-35.73294,726.314,644.2744,0.1948844,-0.308573,0.9280078,29.70871,4.672982,-33.41038,31.80867,3.605601,-24.36929,2.487115525,33.76992432,82.45926695,701.9949,673.3403,0.2479159,-0.3721613,0.8908437,-34.24414,1.874863,-36.51889,-31.25086,-0.1486652,-27.52972,2.229988772,36.85265176,85.5592368
0.4000006,,-0.1905475,-0.2134728,-0.2346272,-0.08181185,0.05944335,-0.05133963,9.911102,-1.44632,84.3031,714.1544,658.8074,64.09059906,63.25019836,0.2195011,-0.3720658,0.9018793,-2.105699,4.001423,-35.73294,726.314,644.2744,0.1948844,-0.308573,0.9280078,29.70871,4.672982,-33.41038,31.80867,3.605601,-24.36929,2.487115525,33.76992432,82.45926695,701.9949,673.3403,0.2479159,-0.3721613,0.8908437,-34.24414,1.874863,-36.51889,-31.25086,-0.1486652,-27.52972,2.229988772,36.85265176,85.5592368
0.4100008,,-0.2763358,-0.1148119,-0.2266033,-0.09552103,0.06478,-0.0725964,9.839935,-1.341583,84.39914,714.1544,658.8074,64.09059906,63.25019836,0.2195011,-0.3720658,0.9018793,-2.105699,4.001423,-35.73294,726.314,644.2744,0.1948844,-0.308573,0.9280078,29.70871,4.672982,-33.41038,31.80867,3.605601,-24.36929,2.487115525,33.76992432,82.45926695,701.9949,673.3403,0.2479159,-0.3721613,0.8908437,-34.24414,1.874863,-36.51889,-31.25086,-0.1486652,-27.52972,2.229988772,36.85265176,85.5592368
0.4200001,,-0.3926878,-0.2947823,-0.1242804,-0.1127966,0.07530913,-0.09607998,9.739288,-1.236694,84.48904,713.7325,690.0589,64.07797241,63.36605453,0.2136147,-0.4359646,0.8742446,-2.093243,4.113468,-35.87232,719.4571,679.4958,0.1938271,-0.3965094,0.8954846,29.71049,4.726004,-33.45329,31.85991,3.160479,-24.56968,2.406765306,33.81570135,82.50338332,708.0079,700.6221,0.2361813,-0.4367161,0.8665956,-34.22847,1.905796,-36.56676,-31.32318,-0.354237,-27.85593,2.223990905,36.89866308,85.60633403
0.4300003,,-0.4535283,-0.2104024,-0.1364255,-0.1276966,0.08380913,-0.11098,9.590912,-1.087738,84.61646,715.4484,694.5968,64.06531525,63.52609634,0.2123577,-0.4314679,0.876778,-2.086586,4.168002,-35.92563,711.0652,684.83,0.1999166,-0.4096701,0.889651,29.71218,4.776374,-33.49404,31.92392,3.21996,-24.65787,2.440121579,33.85925955,82.54532427,719.8317,704.3636,0.2256515,-0.4469414,0.8653142,-34.21292,1.940636,-36.61757,-31.42507,-0.2230925,-27.91599,2.246788147,36.9475697,85.65635135
0.4400005,,-0.4535283,-0.2104024,-0.1364255,-0.1276966,0.08380913,-0.11098,9.590912,-1.087738,84.61646,715.4484,694.5968,64.06531525,63.52609634,0.2123577,-0.4314679,0.876778,-2.086586,4.168002,-35.92563,711.0652,684.83,0.1999166,-0.4096701,0.889651,29.71218,4.776374,-33.49404,31.92392,3.21996,-24.65787,2.440121579,33.85925955,82.54532427,719.8317,704.3636,0.2256515,-0.4469414,0.8653142,-34.21292,1.940636,-36.61757,-31.42507,-0.2230925,-27.91599,2.246788147,36.9475697,85.65635135
0.4500008,,-0.331278,-0.06910985,-0.1222024,-0.140221,0.09558001,-0.1236964,9.476654,-0.9902344,84.71494,715.4641,696.898,64.05258942,63.66745758,0.2122812,-0.435354,0.8748735,-2.078488,4.21542,-35.99003,701.5116,686.7266,0.2075197,-0.413635,0.8863835,29.71378,4.824226,-33.53276,31.9856,3.237305,-24.79064,2.375202629,33.90070278,82.58519556,729.4166,707.0694,0.2171202,-0.453835,0.8641475,-34.19733,1.978475,-36.67227,-31.50579,-0.1578308,-28.08624,2.231208719,37.00035003,85.71025791
0.46,,-0.2253621,-0.1895258,-0.1455117,-0.1574118,0.09344334,-0.1439396,9.351654,-0.8560486,84.81119,713.5626,701.4844,64.04023743,63.6905098,0.2129719,-0.4463365,0.8691528,-2.078933,4.261004,-35.97082,699.0707,686.6507,0.2095951,-0.4133427,0.8861057,29.71531,4.869686,-33.56954,31.99204,3.246559,-24.78976,2.349307212,33.94013045,82.62309797,728.0545,716.3181,0.2158079,-0.4732134,0.8540186,-34.18258,2.018981,-36.72232,-31.51238,-0.1937239,-28.22984,2.152311805,37.04854088,85.75953312
